Algorithm Data.
a,b,c,
475.618,314.164,21.3269,18.5896,33.79
475.831,314.35,21.3282,18.5951,33.8
476.044,314.536,21.3296,18.6006,33.81
476.258,314.722,21.3309,18.6061,33.82
476.471,314.908,21.3322,18.6116,33.83
476.684,315.094,21.3335,18.6171,33.84
476.898,315.28,21.3349,18.6226,33.85
477.111,315.467,21.3362,18.6281,33.86
477.324,315.653,21.3375,18.6336,33.87
477.538,315.839,21.3388,18.6391,33.88
477.751,316.026,21.3401,18.6446,33.89
477.964,316.212,21.3415,18.6501,33.9
478.178,316.399,21.3428,18.6556,33.91
478.391,316.585,21.3441,18.6611,33.92
478.605,316.772,21.3454,18.6666,33.93
478.818,316.959,21.3467,18.6721,33.94
479.032,317.146,21.348,18.6776,33.95
479.245,317.332,21.3493,18.6831,33.96
479.459,317.519,21.3507,18.6886,33.97
479.672,317.706,21.352,18.6941,33.98
479.886,317.893,21.3533,18.6996,33.99
480.099,318.08,21.3546,18.7051,34
480.313,318.267,21.3559,18.7106,34.01
480.526,318.455,21.3572,18.7161,34.02
480.74,318.642,21.3585,18.7216,34.03
480.954,318.829,21.3598,18.7271,34.04
481.167,319.016,21.3611,18.7326,34.05
481.381,319.204,21.3624,18.7381,34.06
481.595,319.391,21.3637,18.7436,34.07
481.808,319.579,21.365,18.7491,34.08
482.022,319.766,21.3663,18.7546,34.09
482.235,319.954,21.3675,18.7601,34.1
482.449,320.142,21.3688,18.7656,34.11
482.663,320.329,21.3701,18.7711,34.12
482.877,320.517,21.3714,18.7766,34.13
483.09,320.705,21.3727,18.7821,34.14
483.304,320.893,21.374,18.7876,34.15
483.518,321.081,21.3753,18.7931,34.16
483.732,321.269,21.3766,18.7986,34.17
483.945,321.457,21.3778,18.8041,34.18
484.159,321.645,21.3791,18.8096,34.19
484.373,321.833,21.3804,18.8151,34.2
484.587,322.021,21.3817,18.8206,34.21
484.801,322.209,21.3829,18.8261,34.22
485.014,322.398,21.3842,18.8316,34.23
485.228,322.586,21.3855,18.8371,34.24
485.442,322.774,21.3868,18.8426,34.25
485.656,322.963,21.388,18.8481,34.26
485.87,323.152,21.3893,18.8536,34.27
486.084,323.34,21.3906,18.8591,34.28
486.298,323.529,21.3918,18.8646,34.29
486.512,323.717,21.3931,18.8702,34.3
486.726,323.906,21.3944,18.8757,34.31
486.94,324.095,21.3956,18.8812,34.32
487.154,324.284,21.3969,18.8867,34.33
487.368,324.473,21.3982,18.8922,34.34
487.582,324.662,21.3994,18.8977,34.35
487.796,324.851,21.4007,18.9032,34.36
488.01,325.04,21.4019,18.9087,34.37
488.224,325.229,21.4032,18.9142,34.38
488.438,325.418,21.4045,18.9197,34.39
488.652,325.607,21.4057,18.9252,34.4
488.866,325.797,21.407,18.9307,34.41
489.08,325.986,21.4082,18.9362,34.42
489.294,326.176,21.4095,18.9417,34.43
489.508,326.365,21.4107,18.9472,34.44
489.722,326.555,21.412,18.9527,34.45
489.936,326.744,21.4132,18.9582,34.46
490.15,326.934,21.4145,18.9637,34.47
490.365,327.123,21.4157,18.9692,34.48
490.579,327.313,21.417,18.9747,34.49
490.793,327.503,21.4182,18.9802,34.5
491.007,327.693,21.4194,18.9857,34.51
491.221,327.883,21.4207,18.9912,34.52
491.436,328.073,21.4219,18.9967,34.53
491.65,328.263,21.4232,19.0022,34.54
491.864,328.453,21.4244,19.0077,34.55
492.078,328.643,21.4256,19.0132,34.56
492.293,328.833,21.4269,19.0187,34.57
492.507,329.023,21.4281,19.0242,34.58
492.721,329.214,21.4293,19.0297,34.59
492.935,329.404,21.4305,19.0352,34.6
493.15,329.594,21.4318,19.0407,34.61
493.364,329.785,21.433,19.0462,34.62
493.578,329.975,21.4342,19.0517,34.63
493.793,330.166,21.4355,19.0572,34.64
494.007,330.357,21.4367,19.0627,34.65
494.222,330.547,21.4379,19.0682,34.66
494.436,330.738,21.4391,19.0737,34.67
494.65,330.929,21.4403,19.0792,34.68
494.865,331.12,21.4416,19.0847,34.69
495.079,331.311,21.4428,19.0902,34.7
495.294,331.502,21.444,19.0957,34.71
495.508,331.693,21.4452,19.1012,34.72
495.723,331.884,21.4464,19.1067,34.73
495.937,332.075,21.4476,19.1122,34.74
496.152,332.266,21.4489,19.1177,34.75
496.366,332.457,21.4501,19.1232,34.76
496.581,332.648,21.4513,19.1287,34.77
496.795,332.84,21.4525,19.1342,34.78
497.01,333.031,21.4537,19.1397,34.79
497.224,333.223,21.4549,19.1452,34.8
497.439,333.414,21.4561,19.1507,34.81
497.653,333.606,21.4573,19.1562,34.82
497.868,333.797,21.4585,19.1617,34.83
498.082,333.989,21.4597,19.1672,34.84
498.297,334.181,21.4609,19.1727,34.85
498.512,334.373,21.4621,19.1782,34.86
498.726,334.564,21.4633,19.1837,34.87
498.941,334.756,21.4645,19.1892,34.88
499.156,334.948,21.4657,19.1947,34.89
499.37,335.14,21.4669,19.2002,34.9
499.585,335.332,21.4681,19.2057,34.91
499.8,335.524,21.4693,19.2112,34.92
500.014,335.717,21.4705,19.2167,34.93
500.229,335.909,21.4717,19.2222,34.94
500.444,336.101,21.4728,19.2277,34.95
500.659,336.293,21.474,19.2333,34.96
500.873,336.486,21.4752,19.2388,34.97
501.088,336.678,21.4764,19.2443,34.98
501.303,336.871,21.4776,19.2498,34.99
501.518,337.063,21.4788,19.2553,35
501.732,337.256,21.48,19.2608,35.01
501.947,337.449,21.4811,19.2663,35.02
502.162,337.641,21.4823,19.2718,35.03
502.377,337.834,21.4835,19.2773,35.04
502.592,338.027,21.4847,19.2828,35.05
502.807,338.22,21.4858,19.2883,35.06
503.021,338.413,21.487,19.2938,35.07
503.236,338.606,21.4882,19.2993,35.08
503.451,338.799,21.4894,19.3048,35.09
503.666,338.992,21.4905,19.3103,35.1
503.881,339.185,21.4917,19.3158,35.11
504.096,339.378,21.4929,19.3213,35.12
504.311,339.571,21.494,19.3268,35.13
504.526,339.765,21.4952,19.3323,35.14
504.741,339.958,21.4964,19.3378,35.15
504.956,340.152,21.4975,19.3433,35.16
505.171,340.345,21.4987,19.3488,35.17
505.386,340.539,21.4999,19.3543,35.18
505.601,340.732,21.501,19.3598,35.19
505.816,340.926,21.5022,19.3653,35.2
506.031,341.12,21.5033,19.3708,35.21
506.246,341.313,21.5045,19.3763,35.22
506.461,341.507,21.5057,19.3818,35.23
506.676,341.701,21.5068,19.3873,35.24
506.891,341.895,21.508,19.3928,35.25
507.106,342.089,21.5091,19.3983,35.26
507.321,342.283,21.5103,19.4038,35.27
507.536,342.477,21.5114,19.4093,35.28
507.752,342.671,21.5126,19.4148,35.29
507.967,342.865,21.5137,19.4203,35.3
508.182,343.06,21.5149,19.4258,35.31
508.397,343.254,21.516,19.4313,35.32
508.612,343.448,21.5172,19.4368,35.33
508.827,343.643,21.5183,19.4423,35.34
509.043,343.837,21.5194,19.4478,35.35
509.258,344.032,21.5206,19.4533,35.36
509.473,344.226,21.5217,19.4588,35.37
509.688,344.421,21.5229,19.4643,35.38
509.903,344.616,21.524,19.4698,35.39
510.119,344.81,21.5251,19.4753,35.4
510.334,345.005,21.5263,19.4808,35.41
510.549,345.2,21.5274,19.4863,35.42
510.765,345.395,21.5285,19.4918,35.43
510.98,345.59,21.5297,19.4973,35.44
511.195,345.785,21.5308,19.5028,35.45
511.41,345.98,21.5319,19.5083,35.46
511.626,346.175,21.5331,19.5138,35.47
511.841,346.37,21.5342,19.5193,35.48
512.056,346.566,21.5353,19.5248,35.49
512.272,346.761,21.5364,19.5303,35.5
512.487,346.956,21.5376,19.5358,35.51
512.703,347.152,21.5387,19.5413,35.52
512.918,347.347,21.5398,19.5468,35.53
513.133,347.543,21.5409,19.5523,35.54
513.349,347.738,21.5421,19.5578,35.55
513.564,347.934,21.5432,19.5633,35.56
513.78,348.13,21.5443,19.5688,35.57
513.995,348.325,21.5454,19.5743,35.58
514.211,348.521,21.5465,19.5798,35.59
514.426,348.717,21.5476,19.5853,35.6
514.642,348.913,21.5488,19.5908,35.61
514.857,349.109,21.5499,19.5963,35.62
515.073,349.305,21.551,19.6019,35.63
515.288,349.501,21.5521,19.6074,35.64
515.504,349.697,21.5532,19.6129,35.65
515.719,349.893,21.5543,19.6184,35.66
515.935,350.09,21.5554,19.6239,35.67
516.15,350.286,21.5565,19.6294,35.68
516.366,350.482,21.5576,19.6349,35.69
516.581,350.679,21.5587,19.6404,35.7
516.797,350.875,21.5598,19.6459,35.71
517.013,351.072,21.5609,19.6514,35.72
517.228,351.268,21.562,19.6569,35.73
517.444,351.465,21.5631,19.6624,35.74
517.66,351.661,21.5642,19.6679,35.75
517.875,351.858,21.5653,19.6734,35.76
518.091,352.055,21.5664,19.6789,35.77
518.307,352.252,21.5675,19.6844,35.78
518.522,352.449,21.5686,19.6899,35.79
518.738,352.646,21.5697,19.6954,35.8
518.954,352.843,21.5708,19.7009,35.81
519.169,353.04,21.5719,19.7064,35.82
519.385,353.237,21.573,19.7119,35.83
519.601,353.434,21.5741,19.7174,35.84
519.817,353.631,21.5752,19.7229,35.85
520.032,353.829,21.5762,19.7284,35.86
520.248,354.026,21.5773,19.7339,35.87
520.464,354.223,21.5784,19.7394,35.88
520.68,354.421,21.5795,19.7449,35.89
520.896,354.618,21.5806,19.7504,35.9
521.111,354.816,21.5817,19.7559,35.91
521.327,355.013,21.5827,19.7614,35.92
521.543,355.211,21.5838,19.7669,35.93
521.759,355.409,21.5849,19.7724,35.94
521.975,355.607,21.586,19.7779,35.95
522.191,355.804,21.5871,19.7834,35.96
522.406,356.002,21.5881,19.7889,35.97
522.622,356.2,21.5892,19.7944,35.98
522.838,356.398,21.5903,19.7999,35.99
523.054,356.596,21.5913,19.8054,36
523.27,356.794,21.5924,19.8109,36.01
523.486,356.993,21.5935,19.8164,36.02
523.702,357.191,21.5946,19.8219,36.03
523.918,357.389,21.5956,19.8274,36.04
524.134,357.587,21.5967,19.8329,36.05
524.35,357.786,21.5978,19.8384,36.06
524.566,357.984,21.5988,19.8439,36.07
524.782,358.183,21.5999,19.8494,36.08
524.998,358.381,21.6009,19.8549,36.09
525.214,358.58,21.602,19.8604,36.1
525.43,358.779,21.6031,19.8659,36.11
525.646,358.977,21.6041,19.8714,36.12
525.862,359.176,21.6052,19.8769,36.13
526.078,359.375,21.6062,19.8824,36.14
526.294,359.574,21.6073,19.8879,36.15
526.51,359.773,21.6083,19.8934,36.16
526.726,359.972,21.6094,19.8989,36.17
526.942,360.171,21.6105,19.9044,36.18
527.159,360.37,21.6115,19.9099,36.19
527.375,360.569,21.6126,19.9154,36.2
527.591,360.768,21.6136,19.9209,36.21
527.807,360.967,21.6147,19.9264,36.22
528.023,361.167,21.6157,19.9319,36.23
528.239,361.366,21.6167,19.9374,36.24
528.455,361.566,21.6178,19.9429,36.25
528.672,361.765,21.6188,19.9484,36.26
528.888,361.965,21.6199,19.9539,36.27
529.104,362.164,21.6209,19.9594,36.28
529.32,362.364,21.622,19.9649,36.29
529.537,362.564,21.623,19.9705,36.3
529.753,362.763,21.624,19.976,36.31
529.969,362.963,21.6251,19.9815,36.32
530.185,363.163,21.6261,19.987,36.33
530.402,363.363,21.6272,19.9925,36.34
530.618,363.563,21.6282,19.998,36.35
530.834,363.763,21.6292,20.0035,36.36
531.05,363.963,21.6303,20.009,36.37
531.267,364.163,21.6313,20.0145,36.38
531.483,364.363,21.6323,20.02,36.39
531.699,364.564,21.6334,20.0255,36.4
531.916,364.764,21.6344,20.031,36.41
532.132,364.964,21.6354,20.0365,36.42
532.348,365.165,21.6364,20.042,36.43
532.565,365.365,21.6375,20.0475,36.44
532.781,365.566,21.6385,20.053,36.45
532.998,365.766,21.6395,20.0585,36.46
533.214,365.967,21.6405,20.064,36.47
533.43,366.168,21.6416,20.0695,36.48
533.647,366.368,21.6426,20.075,36.49
533.863,366.569,21.6436,20.0805,36.5
534.08,366.77,21.6446,20.086,36.51
534.296,366.971,21.6456,20.0915,36.52
534.513,367.172,21.6466,20.097,36.53
534.729,367.373,21.6477,20.1025,36.54
534.946,367.574,21.6487,20.108,36.55
535.162,367.775,21.6497,20.1135,36.56
535.379,367.976,21.6507,20.119,36.57
535.595,368.178,21.6517,20.1245,36.58
535.812,368.379,21.6527,20.13,36.59
536.028,368.58,21.6537,20.1355,36.6
536.245,368.782,21.6547,20.141,36.61
536.461,368.983,21.6558,20.1465,36.62
536.678,369.185,21.6568,20.152,36.63
536.894,369.386,21.6578,20.1575,36.64
537.111,369.588,21.6588,20.163,36.65
537.328,369.79,21.6598,20.1685,36.66
537.544,369.991,21.6608,20.174,36.67
537.761,370.193,21.6618,20.1795,36.68
537.977,370.395,21.6628,20.185,36.69
538.194,370.597,21.6638,20.1905,36.7
538.411,370.799,21.6648,20.196,36.71
538.627,371.001,21.6658,20.2015,36.72
538.844,371.203,21.6668,20.207,36.73
539.061,371.405,21.6678,20.2125,36.74
539.277,371.607,21.6688,20.218,36.75
539.494,371.809,21.6698,20.2235,36.76
539.711,372.012,21.6708,20.229,36.77
539.928,372.214,21.6717,20.2345,36.78
540.144,372.416,21.6727,20.24,36.79
540.361,372.619,21.6737,20.2455,36.8
540.578,372.821,21.6747,20.251,36.81
540.795,373.024,21.6757,20.2565,36.82
541.011,373.227,21.6767,20.262,36.83
541.228,373.429,21.6777,20.2675,36.84
541.445,373.632,21.6787,20.273,36.85
541.662,373.835,21.6796,20.2785,36.86
541.878,374.038,21.6806,20.284,36.87
542.095,374.241,21.6816,20.2895,36.88
542.312,374.443,21.6826,20.295,36.89
542.529,374.646,21.6836,20.3005,36.9
542.746,374.85,21.6846,20.306,36.91
542.963,375.053,21.6855,20.3115,36.92
543.18,375.256,21.6865,20.317,36.93
543.396,375.459,21.6875,20.3225,36.94
543.613,375.662,21.6885,20.328,36.95
543.83,375.866,21.6894,20.3336,36.96
544.047,376.069,21.6904,20.3391,36.97
544.264,376.273,21.6914,20.3446,36.98
544.481,376.476,21.6923,20.3501,36.99
544.698,376.68,21.6933,20.3556,37
544.915,376.883,21.6943,20.3611,37.01
545.132,377.087,21.6953,20.3666,37.02
545.349,377.291,21.6962,20.3721,37.03
545.566,377.494,21.6972,20.3776,37.04
545.783,377.698,21.6982,20.3831,37.05
546,377.902,21.6991,20.3886,37.06
546.217,378.106,21.7001,20.3941,37.07
546.434,378.31,21.701,20.3996,37.08
546.651,378.514,21.702,20.4051,37.09
546.868,378.718,21.703,20.4106,37.1
547.085,378.922,21.7039,20.4161,37.11
547.302,379.127,21.7049,20.4216,37.12
547.519,379.331,21.7058,20.4271,37.13
547.736,379.535,21.7068,20.4326,37.14
547.953,379.74,21.7078,20.4381,37.15
548.17,379.944,21.7087,20.4436,37.16
548.387,380.148,21.7097,20.4491,37.17
548.604,380.353,21.7106,20.4546,37.18
548.821,380.558,21.7116,20.4601,37.19
549.039,380.762,21.7125,20.4656,37.2
549.256,380.967,21.7135,20.4711,37.21
549.473,381.172,21.7144,20.4766,37.22
549.69,381.377,21.7154,20.4821,37.23
549.907,381.581,21.7163,20.4876,37.24
550.124,381.786,21.7173,20.4931,37.25
550.342,381.991,21.7182,20.4986,37.26
550.559,382.196,21.7192,20.5041,37.27
550.776,382.401,21.7201,20.5096,37.28
550.993,382.607,21.721,20.5151,37.29
551.21,382.812,21.722,20.5206,37.3
551.428,383.017,21.7229,20.5261,37.31
551.645,383.222,21.7239,20.5316,37.32
551.862,383.428,21.7248,20.5371,37.33
552.079,383.633,21.7257,20.5426,37.34
552.297,383.839,21.7267,20.5481,37.35
552.514,384.044,21.7276,20.5536,37.36
552.731,384.25,21.7286,20.5591,37.37
552.948,384.455,21.7295,20.5646,37.38
553.166,384.661,21.7304,20.5701,37.39
553.383,384.867,21.7314,20.5756,37.4
553.6,385.073,21.7323,20.5811,37.41
553.818,385.279,21.7332,20.5866,37.42
554.035,385.485,21.7342,20.5921,37.43
554.252,385.69,21.7351,20.5976,37.44
554.47,385.897,21.736,20.6031,37.45
554.687,386.103,21.7369,20.6086,37.46
554.904,386.309,21.7379,20.6141,37.47
555.122,386.515,21.7388,20.6196,37.48
555.339,386.721,21.7397,20.6251,37.49
555.557,386.927,21.7406,20.6306,37.5
555.774,387.134,21.7416,20.6361,37.51
555.992,387.34,21.7425,20.6416,37.52
556.209,387.547,21.7434,20.6471,37.53
556.426,387.753,21.7443,20.6526,37.54
556.644,387.96,21.7452,20.6581,37.55
556.861,388.166,21.7462,20.6636,37.56
557.079,388.373,21.7471,20.6691,37.57
557.296,388.58,21.748,20.6746,37.58
557.514,388.787,21.7489,20.6801,37.59
557.731,388.994,21.7498,20.6856,37.6
557.949,389.2,21.7507,20.6911,37.61
558.166,389.407,21.7516,20.6966,37.62
558.384,389.614,21.7526,20.7022,37.63
558.601,389.822,21.7535,20.7077,37.64
558.819,390.029,21.7544,20.7132,37.65
559.036,390.236,21.7553,20.7187,37.66
559.254,390.443,21.7562,20.7242,37.67
559.472,390.65,21.7571,20.7297,37.68
559.689,390.858,21.758,20.7352,37.69
559.907,391.065,21.7589,20.7407,37.7
560.124,391.273,21.7598,20.7462,37.71
560.342,391.48,21.7607,20.7517,37.72
560.56,391.688,21.7616,20.7572,37.73
560.777,391.895,21.7625,20.7627,37.74
560.995,392.103,21.7634,20.7682,37.75
561.212,392.311,21.7643,20.7737,37.76
561.43,392.519,21.7652,20.7792,37.77
561.648,392.726,21.7661,20.7847,37.78
561.865,392.934,21.767,20.7902,37.79
562.083,393.142,21.7679,20.7957,37.8
562.301,393.35,21.7688,20.8012,37.81
562.519,393.558,21.7697,20.8067,37.82
562.736,393.766,21.7706,20.8122,37.83
562.954,393.975,21.7715,20.8177,37.84
563.172,394.183,21.7724,20.8232,37.85
563.389,394.391,21.7733,20.8287,37.86
563.607,394.6,21.7742,20.8342,37.87
563.825,394.808,21.7751,20.8397,37.88
564.043,395.016,21.7759,20.8452,37.89
564.26,395.225,21.7768,20.8507,37.9
564.478,395.433,21.7777,20.8562,37.91
564.696,395.642,21.7786,20.8617,37.92
564.914,395.851,21.7795,20.8672,37.93
565.132,396.059,21.7804,20.8727,37.94
565.349,396.268,21.7812,20.8782,37.95
565.567,396.477,21.7821,20.8837,37.96
565.785,396.686,21.783,20.8892,37.97
566.003,396.895,21.7839,20.8947,37.98
566.221,397.104,21.7848,20.9002,37.99
566.439,397.313,21.7857,20.9057,38
566.656,397.522,21.7865,20.9112,38.01
566.874,397.731,21.7874,20.9167,38.02
567.092,397.94,21.7883,20.9222,38.03
567.31,398.15,21.7892,20.9277,38.04
567.528,398.359,21.79,20.9332,38.05
567.746,398.568,21.7909,20.9387,38.06
567.964,398.778,21.7918,20.9442,38.07
568.182,398.987,21.7926,20.9497,38.08
568.4,399.197,21.7935,20.9552,38.09
568.618,399.407,21.7944,20.9607,38.1
568.836,399.616,21.7953,20.9662,38.11
569.054,399.826,21.7961,20.9717,38.12
569.272,400.036,21.797,20.9772,38.13
569.489,400.246,21.7979,20.9827,38.14
569.707,400.455,21.7987,20.9882,38.15
569.925,400.665,21.7996,20.9937,38.16
570.143,400.875,21.8005,20.9992,38.17
570.361,401.085,21.8013,21.0047,38.18
570.58,401.295,21.8022,21.0102,38.19
570.798,401.506,21.803,21.0157,38.2
571.016,401.716,21.8039,21.0212,38.21
571.234,401.926,21.8048,21.0267,38.22
571.452,402.136,21.8056,21.0322,38.23
571.67,402.347,21.8065,21.0377,38.24
571.888,402.557,21.8073,21.0432,38.25
572.106,402.768,21.8082,21.0487,38.26
572.324,402.978,21.809,21.0542,38.27
572.542,403.189,21.8099,21.0597,38.28
572.76,403.4,21.8108,21.0653,38.29
572.978,403.61,21.8116,21.0708,38.3
573.196,403.821,21.8125,21.0763,38.31
573.415,404.032,21.8133,21.0818,38.32
573.633,404.243,21.8142,21.0873,38.33
573.851,404.454,21.815,21.0928,38.34
574.069,404.665,21.8159,21.0983,38.35
574.287,404.876,21.8167,21.1038,38.36
574.505,405.087,21.8175,21.1093,38.37
574.724,405.298,21.8184,21.1148,38.38
574.942,405.509,21.8192,21.1203,38.39
575.16,405.72,21.8201,21.1258,38.4
575.378,405.932,21.8209,21.1313,38.41
575.596,406.143,21.8218,21.1368,38.42
575.815,406.354,21.8226,21.1423,38.43
576.033,406.566,21.8235,21.1478,38.44
576.251,406.777,21.8243,21.1533,38.45
576.469,406.989,21.8251,21.1588,38.46
576.688,407.201,21.826,21.1643,38.47
576.906,407.412,21.8268,21.1698,38.48
577.124,407.624,21.8276,21.1753,38.49
577.342,407.836,21.8285,21.1808,38.5
577.561,408.048,21.8293,21.1863,38.51
577.779,408.26,21.8301,21.1918,38.52
577.997,408.472,21.831,21.1973,38.53
578.216,408.684,21.8318,21.2028,38.54
578.434,408.896,21.8326,21.2083,38.55
578.652,409.108,21.8335,21.2138,38.56
578.871,409.32,21.8343,21.2193,38.57
579.089,409.532,21.8351,21.2248,38.58
579.307,409.745,21.836,21.2303,38.59
579.526,409.957,21.8368,21.2358,38.6
579.744,410.169,21.8376,21.2413,38.61
579.962,410.382,21.8384,21.2468,38.62
580.181,410.594,21.8393,21.2523,38.63
580.399,410.807,21.8401,21.2578,38.64
580.618,411.02,21.8409,21.2633,38.65
580.836,411.232,21.8417,21.2688,38.66
581.055,411.445,21.8426,21.2743,38.67
581.273,411.658,21.8434,21.2798,38.68
581.491,411.871,21.8442,21.2853,38.69
581.71,412.084,21.845,21.2908,38.7
581.928,412.297,21.8458,21.2963,38.71
582.147,412.51,21.8467,21.3018,38.72
582.365,412.723,21.8475,21.3073,38.73
582.584,412.936,21.8483,21.3128,38.74
582.802,413.149,21.8491,21.3183,38.75
583.021,413.362,21.8499,21.3238,38.76
583.239,413.576,21.8507,21.3293,38.77
583.458,413.789,21.8515,21.3348,38.78
583.676,414.002,21.8524,21.3403,38.79
583.895,414.216,21.8532,21.3458,38.8
584.113,414.429,21.854,21.3513,38.81
584.332,414.643,21.8548,21.3568,38.82
584.55,414.856,21.8556,21.3623,38.83
584.769,415.07,21.8564,21.3678,38.84
584.988,415.284,21.8572,21.3733,38.85
585.206,415.498,21.858,21.3788,38.86
585.425,415.712,21.8588,21.3843,38.87
585.643,415.925,21.8596,21.3898,38.88
585.862,416.139,21.8604,21.3953,38.89
586.081,416.353,21.8612,21.4008,38.9
586.299,416.567,21.862,21.4063,38.91
586.518,416.782,21.8628,21.4118,38.92
586.736,416.996,21.8636,21.4173,38.93
586.955,417.21,21.8644,21.4228,38.94
587.174,417.424,21.8652,21.4283,38.95
587.392,417.639,21.866,21.4339,38.96
587.611,417.853,21.8668,21.4394,38.97
587.83,418.067,21.8676,21.4449,38.98
588.048,418.282,21.8684,21.4504,38.99
588.267,418.496,21.8692,21.4559,39
588.486,418.711,21.87,21.4614,39.01
588.705,418.926,21.8708,21.4669,39.02
588.923,419.14,21.8716,21.4724,39.03
589.142,419.355,21.8724,21.4779,39.04
589.361,419.57,21.8732,21.4834,39.05
589.579,419.785,21.874,21.4889,39.06
589.798,420,21.8748,21.4944,39.07
590.017,420.215,21.8755,21.4999,39.08
590.236,420.43,21.8763,21.5054,39.09
590.454,420.645,21.8771,21.5109,39.1
590.673,420.86,21.8779,21.5164,39.11
590.892,421.075,21.8787,21.5219,39.12
591.111,421.291,21.8795,21.5274,39.13
591.33,421.506,21.8803,21.5329,39.14
591.548,421.721,21.881,21.5384,39.15
591.767,421.937,21.8818,21.5439,39.16
591.986,422.152,21.8826,21.5494,39.17
592.205,422.368,21.8834,21.5549,39.18
592.424,422.584,21.8842,21.5604,39.19
592.643,422.799,21.8849,21.5659,39.2
592.861,423.015,21.8857,21.5714,39.21
593.08,423.231,21.8865,21.5769,39.22
593.299,423.447,21.8873,21.5824,39.23
593.518,423.662,21.8881,21.5879,39.24
593.737,423.878,21.8888,21.5934,39.25
593.956,424.094,21.8896,21.5989,39.26
594.175,424.31,21.8904,21.6044,39.27
594.394,424.526,21.8912,21.6099,39.28
594.613,424.743,21.8919,21.6154,39.29
594.832,424.959,21.8927,21.6209,39.3
595.05,425.175,21.8935,21.6264,39.31
595.269,425.391,21.8942,21.6319,39.32
595.488,425.608,21.895,21.6374,39.33
595.707,425.824,21.8958,21.6429,39.34
595.926,426.041,21.8965,21.6484,39.35
596.145,426.257,21.8973,21.6539,39.36
596.364,426.474,21.8981,21.6594,39.37
596.583,426.69,21.8988,21.6649,39.38
596.802,426.907,21.8996,21.6704,39.39
597.021,427.124,21.9004,21.6759,39.4
597.24,427.341,21.9011,21.6814,39.41
597.459,427.558,21.9019,21.6869,39.42
597.678,427.775,21.9027,21.6924,39.43
597.897,427.992,21.9034,21.6979,39.44
598.116,428.209,21.9042,21.7034,39.45
598.335,428.426,21.9049,21.7089,39.46
598.554,428.643,21.9057,21.7144,39.47
598.774,428.86,21.9065,21.7199,39.48
598.993,429.077,21.9072,21.7254,39.49
599.212,429.295,21.908,21.7309,39.5
599.431,429.512,21.9087,21.7364,39.51
599.65,429.729,21.9095,21.7419,39.52
599.869,429.947,21.9102,21.7474,39.53
600.088,430.164,21.911,21.7529,39.54
600.307,430.382,21.9117,21.7584,39.55
600.526,430.6,21.9125,21.7639,39.56
600.745,430.817,21.9132,21.7694,39.57
600.965,431.035,21.914,21.7749,39.58
601.184,431.253,21.9147,21.7804,39.59
601.403,431.471,21.9155,21.7859,39.6
601.622,431.689,21.9162,21.7914,39.61
601.841,431.907,21.917,21.797,39.62
602.06,432.125,21.9177,21.8025,39.63
602.28,432.343,21.9185,21.808,39.64
602.499,432.561,21.9192,21.8135,39.65
602.718,432.779,21.92,21.819,39.66
602.937,432.997,21.9207,21.8245,39.67
603.156,433.216,21.9214,21.83,39.68
603.376,433.434,21.9222,21.8355,39.69
603.595,433.652,21.9229,21.841,39.7
603.814,433.871,21.9237,21.8465,39.71
604.033,434.089,21.9244,21.852,39.72
604.253,434.308,21.9251,21.8575,39.73
604.472,434.526,21.9259,21.863,39.74
604.691,434.745,21.9266,21.8685,39.75
604.91,434.964,21.9274,21.874,39.76
605.13,435.183,21.9281,21.8795,39.77
605.349,435.402,21.9288,21.885,39.78
605.568,435.62,21.9296,21.8905,39.79
605.788,435.839,21.9303,21.896,39.8
606.007,436.058,21.931,21.9015,39.81
606.226,436.278,21.9318,21.907,39.82
606.446,436.497,21.9325,21.9125,39.83
606.665,436.716,21.9332,21.918,39.84
606.884,436.935,21.934,21.9235,39.85
607.104,437.154,21.9347,21.929,39.86
607.323,437.374,21.9354,21.9345,39.87
607.542,437.593,21.9361,21.94,39.88
607.762,437.813,21.9369,21.9455,39.89
607.981,438.032,21.9376,21.951,39.9
608.2,438.252,21.9383,21.9565,39.91
608.42,438.471,21.939,21.962,39.92
608.639,438.691,21.9398,21.9675,39.93
608.859,438.911,21.9405,21.973,39.94
609.078,439.13,21.9412,21.9785,39.95
609.297,439.35,21.9419,21.984,39.96
609.517,439.57,21.9427,21.9895,39.97
609.736,439.79,21.9434,21.995,39.98
609.956,440.01,21.9441,22.0005,39.99
610.175,440.23,21.9448,22.006,40
610.395,440.45,21.9455,22.0115,40.01
610.614,440.67,21.9463,22.017,40.02
610.834,440.891,21.947,22.0225,40.03
611.053,441.111,21.9477,22.028,40.04
611.273,441.331,21.9484,22.0335,40.05
611.492,441.552,21.9491,22.039,40.06
611.711,441.772,21.9498,22.0445,40.07
611.931,441.993,21.9505,22.05,40.08
612.151,442.213,21.9513,22.0555,40.09
612.37,442.434,21.952,22.061,40.1
612.59,442.654,21.9527,22.0665,40.11
612.809,442.875,21.9534,22.072,40.12
613.029,443.096,21.9541,22.0775,40.13
613.248,443.317,21.9548,22.083,40.14
613.468,443.538,21.9555,22.0885,40.15
613.687,443.759,21.9562,22.094,40.16
613.907,443.98,21.9569,22.0995,40.17
614.126,444.201,21.9576,22.105,40.18
614.346,444.422,21.9583,22.1105,40.19
614.566,444.643,21.959,22.116,40.2
